n,e,pop
7294000,820000,5
7298000,820000,460
7299000,820000,35
7300000,820000,9
7312000,820000,3
7315000,820000,4
7316000,820000,109
7317000,820000,19
7319000,820000,0
7321000,820000,3
7322000,820000,4
7324000,820000,6
7334000,820000,3
7335000,820000,5
7338000,820000,0
7339000,820000,8
7342000,820000,3
7361000,820000,3
7362000,820000,6
7405000,820000,4
7408000,820000,4
7409000,820000,4
7422000,820000,10
7497000,820000,10
7498000,820000,167
7500000,820000,12
7501000,820000,0
7585000,820000,3
7586000,820000,5
7604000,820000,61
7605000,820000,144
7606000,820000,20
7271000,821000,0
7272000,821000,8
7275000,821000,7
7279000,821000,38
7280000,821000,41
7284000,821000,56
7292000,821000,0
7293000,821000,24
7297000,821000,211
7298000,821000,1293
7299000,821000,12
7312000,821000,17
7313000,821000,21
7315000,821000,18
7316000,821000,20
7333000,821000,0
7334000,821000,10
7337000,821000,3
7338000,821000,9
7339000,821000,0
7341000,821000,14
7342000,821000,3
7353000,821000,3
7362000,821000,3
7405000,821000,6
7428000,821000,0
7429000,821000,7
7435000,821000,3
7436000,821000,5
7497000,821000,21
7498000,821000,68
7499000,821000,6
7605000,821000,4
7606000,821000,32
7279000,822000,16
7283000,822000,14
7284000,822000,5
7292000,822000,24
7293000,822000,3
7296000,822000,179
7297000,822000,1441
7298000,822000,421
7299000,822000,4
7311000,822000,23
7312000,822000,98
7313000,822000,62
7315000,822000,10
7331000,822000,7
7332000,822000,4
7333000,822000,11
7338000,822000,0
7341000,822000,6
7352000,822000,0
7353000,822000,10
7358000,822000,0
7389000,822000,0
7403000,822000,0
7498000,822000,18
7272000,823000,0
7273000,823000,11
7278000,823000,4
7279000,823000,4
7283000,823000,30
7284000,823000,18
7289000,823000,4
7291000,823000,26
7292000,823000,29
7293000,823000,49
7295000,823000,4
7296000,823000,464
7297000,823000,248
7298000,823000,279
7303000,823000,19
7310000,823000,3
7311000,823000,6
7312000,823000,33
7313000,823000,3
7314000,823000,17
7315000,823000,10
7331000,823000,8
7332000,823000,28
7333000,823000,0
7337000,823000,3
7341000,823000,3
7342000,823000,11
7343000,823000,13
7344000,823000,11
7345000,823000,3
7346000,823000,0
7356000,823000,3
7357000,823000,10
7403000,823000,0
7496000,823000,3
7272000,824000,3
7273000,824000,3
7274000,824000,0
7275000,824000,3
7278000,824000,6
7279000,824000,0
7282000,824000,0
7284000,824000,78
7288000,824000,10
7289000,824000,14
7290000,824000,14
7291000,824000,43
7292000,824000,32
7293000,824000,4
7301000,824000,107
7302000,824000,38
7303000,824000,63
7311000,824000,32
7312000,824000,3
7314000,824000,0
7329000,824000,3
7330000,824000,8
7331000,824000,14
7332000,824000,29
7337000,824000,0
7338000,824000,4
7339000,824000,27
7340000,824000,5
7342000,824000,9
7355000,824000,4
7357000,824000,4
7369000,824000,3
7396000,824000,6
7400000,824000,3
7511000,824000,10
7278000,825000,9
7283000,825000,36
7284000,825000,153
7285000,825000,249
7286000,825000,32
7289000,825000,5
7290000,825000,3
7291000,825000,47
7292000,825000,3
7293000,825000,227
7295000,825000,34
7297000,825000,0
7299000,825000,19
7300000,825000,125
7301000,825000,462
7302000,825000,155
7303000,825000,3
7309000,825000,8
7310000,825000,0
7311000,825000,5
7314000,825000,3
7315000,825000,0
7322000,825000,9
7328000,825000,15
7329000,825000,36
7330000,825000,4
7331000,825000,3
7332000,825000,3
7333000,825000,6
7334000,825000,4
7337000,825000,3
7338000,825000,10
7352000,825000,0
7353000,825000,6
7368000,825000,3
7381000,825000,3
7399000,825000,0
7415000,825000,3
7451000,825000,33
7452000,825000,7
7487000,825000,7
7488000,825000,41
7489000,825000,8
7504000,825000,3
7505000,825000,3
7507000,825000,6
7511000,825000,3
7283000,826000,83
7284000,826000,9
7285000,826000,5
7287000,826000,5
7289000,826000,19
7290000,826000,393
7291000,826000,569
7294000,826000,1846
7295000,826000,536
7298000,826000,119
7299000,826000,4
7300000,826000,48
7301000,826000,16
7302000,826000,69
7307000,826000,9
7308000,826000,5
7310000,826000,16
7312000,826000,13
7313000,826000,10
7323000,826000,4
7327000,826000,56
7328000,826000,25
7329000,826000,10
7330000,826000,3
7337000,826000,5
7351000,826000,0
7353000,826000,0
7380000,826000,0
7399000,826000,9
7422000,826000,3
7451000,826000,54
7452000,826000,3
7488000,826000,0
7489000,826000,17
7490000,826000,3
7503000,826000,12
7504000,826000,17
7505000,826000,87
7506000,826000,26
7507000,826000,62
7508000,826000,12
7511000,826000,0
7517000,826000,7
7518000,826000,6
7284000,827000,4
7285000,827000,3
7290000,827000,1557
7291000,827000,803
7293000,827000,670
7294000,827000,1967
7295000,827000,179
7296000,827000,1217
7297000,827000,9
7298000,827000,116
7299000,827000,22
7307000,827000,30
7308000,827000,11
7309000,827000,13
7310000,827000,179
7311000,827000,5
7312000,827000,35
7313000,827000,115
7314000,827000,5
7327000,827000,22
7328000,827000,23
7353000,827000,11
7366000,827000,7
7451000,827000,3
7470000,827000,3
7471000,827000,0
7472000,827000,5
7473000,827000,0
7489000,827000,3
7505000,827000,4
7284000,828000,6
7285000,828000,18
7289000,828000,22
7290000,828000,412
7291000,828000,1590
7292000,828000,1507
7293000,828000,1104
7294000,828000,248
7295000,828000,865
7296000,828000,3092
7297000,828000,259
7298000,828000,74
7307000,828000,0
7308000,828000,40
7309000,828000,50
7310000,828000,3
7311000,828000,0
7313000,828000,17
7326000,828000,3
7327000,828000,10
7328000,828000,3
7334000,828000,3
7335000,828000,6
7353000,828000,3
7372000,828000,0
7373000,828000,0
7466000,828000,0
7469000,828000,8
7470000,828000,37
7471000,828000,22
7472000,828000,19
7284000,829000,9
7285000,829000,6
7291000,829000,772
7292000,829000,4534
7293000,829000,2122
7294000,829000,2347
7295000,829000,667
7296000,829000,1287
7297000,829000,38
7307000,829000,7
7308000,829000,21
7309000,829000,37
7310000,829000,15
7325000,829000,8
7326000,829000,47
7327000,829000,17
7335000,829000,5
7343000,829000,3
7344000,829000,10
7391000,829000,0
7392000,829000,0
7466000,829000,8
7467000,829000,3
7469000,829000,34
7470000,829000,100
7471000,829000,13
7533000,829000,0
7534000,829000,3
7289000,830000,3
7290000,830000,84
7291000,830000,514
7292000,830000,2310
7293000,830000,1908
7294000,830000,1398
7295000,830000,1257
7296000,830000,1364
7297000,830000,658
7306000,830000,5
7307000,830000,0
7308000,830000,35
7309000,830000,42
7310000,830000,8
7312000,830000,3
7313000,830000,30
7314000,830000,5
7321000,830000,6
7325000,830000,5
7326000,830000,59
7327000,830000,0
7466000,830000,3
7467000,830000,32
7468000,830000,23
7469000,830000,16
7470000,830000,0
7471000,830000,17
7532000,830000,0
7533000,830000,10
7286000,831000,3
7287000,831000,15
7288000,831000,8
7289000,831000,23
7290000,831000,605
7291000,831000,1509
7292000,831000,2998
7293000,831000,1354
7294000,831000,258
7296000,831000,79
7297000,831000,702
7298000,831000,26
7299000,831000,84
7300000,831000,55
7301000,831000,25
7302000,831000,31
7305000,831000,3
7306000,831000,58
7307000,831000,14
7308000,831000,10
7309000,831000,3
7310000,831000,9
7312000,831000,0
7313000,831000,64
7322000,831000,183
7323000,831000,518
7325000,831000,19
7327000,831000,3
7335000,831000,4
7394000,831000,3
7395000,831000,8
7396000,831000,3
7449000,831000,5
7466000,831000,0
7467000,831000,16
7469000,831000,4
7471000,831000,17
7285000,832000,0
7287000,832000,0
7288000,832000,0
7291000,832000,681
7292000,832000,730
7293000,832000,1225
7294000,832000,16
7296000,832000,19
7297000,832000,3
7298000,832000,264
7299000,832000,228
7300000,832000,3
7301000,832000,17
7305000,832000,46
7306000,832000,88
7307000,832000,36
7308000,832000,0
7309000,832000,6
7312000,832000,11
7313000,832000,134
7314000,832000,10
7321000,832000,3
7322000,832000,308
7323000,832000,799
7324000,832000,169
7377000,832000,0
7393000,832000,4
7394000,832000,18
7395000,832000,10
7288000,833000,3
7292000,833000,601
7293000,833000,2161
7294000,833000,20
7296000,833000,10
7297000,833000,54
7298000,833000,55
7299000,833000,84
7305000,833000,22
7306000,833000,32
7307000,833000,13
7312000,833000,3
7313000,833000,28
7314000,833000,14
7315000,833000,11
7318000,833000,4
7321000,833000,16
7322000,833000,10
7323000,833000,54
7324000,833000,0
7394000,833000,0
7448000,833000,11
7480000,833000,4
7481000,833000,13
7286000,834000,3
7287000,834000,10
7291000,834000,8
7292000,834000,1997
7293000,834000,289
7295000,834000,3
7296000,834000,9
7297000,834000,23
7298000,834000,12
7304000,834000,7
7305000,834000,5
7306000,834000,49
7312000,834000,3
7313000,834000,3
7315000,834000,9
7316000,834000,3
7317000,834000,7
7318000,834000,21
7319000,834000,7
7320000,834000,0
7321000,834000,31
7322000,834000,31
7325000,834000,0
7334000,834000,16
7335000,834000,5
7336000,834000,3
7480000,834000,10
7481000,834000,21
7482000,834000,4
7524000,834000,6
7525000,834000,6
7282000,835000,3
7284000,835000,3
7292000,835000,3
7293000,835000,4
7294000,835000,39
7295000,835000,12
7297000,835000,52
7298000,835000,37
7299000,835000,8
7301000,835000,0
7302000,835000,0
7305000,835000,58
7306000,835000,14
7307000,835000,3
7315000,835000,21
7316000,835000,7
7317000,835000,3
7318000,835000,3
7321000,835000,3
7322000,835000,20
7323000,835000,9
7324000,835000,10
7325000,835000,21
7326000,835000,16
7327000,835000,3
7331000,835000,7
7332000,835000,0
7333000,835000,7
7334000,835000,14
7335000,835000,5
7390000,835000,4
7446000,835000,4
7447000,835000,3
7480000,835000,7
7481000,835000,3
7483000,835000,6
7523000,835000,0
7524000,835000,6
7286000,836000,0
7291000,836000,3
7294000,836000,25
7295000,836000,31
7298000,836000,35
7299000,836000,26
7300000,836000,3
7301000,836000,3
7304000,836000,8
7305000,836000,222
7306000,836000,50
7307000,836000,8
7316000,836000,7
7318000,836000,4
7324000,836000,5
7325000,836000,26
7327000,836000,3
7328000,836000,3
7332000,836000,33
7333000,836000,36
7334000,836000,3
7411000,836000,3
7412000,836000,0
7445000,836000,3
7446000,836000,13
7480000,836000,8
7286000,837000,6
7290000,837000,40
7291000,837000,3
7295000,837000,6
7296000,837000,25
7297000,837000,7
7299000,837000,12
7303000,837000,3
7304000,837000,11
7305000,837000,17
7306000,837000,8
7324000,837000,4
7331000,837000,57
7332000,837000,20
7355000,837000,4
7377000,837000,3
7389000,837000,4
7422000,837000,4
7424000,837000,0
7425000,837000,6
7444000,837000,10
7445000,837000,9
7580000,837000,16
7285000,838000,0
7288000,838000,0
7289000,838000,41
7290000,838000,11
7297000,838000,4
7302000,838000,8
7303000,838000,3
7324000,838000,3
7328000,838000,21
7329000,838000,34
7330000,838000,28
7331000,838000,12
7350000,838000,4
7388000,838000,4
7389000,838000,14
7457000,838000,4
7579000,838000,7
7580000,838000,9
7287000,839000,0
7289000,839000,33
7297000,839000,3
7328000,839000,14
7329000,839000,13
7330000,839000,11
7393000,839000,7
7414000,839000,3
7429000,839000,3
7430000,839000,0
7442000,839000,0
7580000,839000,0
7288000,840000,55
7289000,840000,5
7290000,840000,6
7291000,840000,5
7300000,840000,0
7324000,840000,15
7327000,840000,11
7328000,840000,5
7387000,840000,3
7412000,840000,0
7413000,840000,4
7414000,840000,14
7496000,840000,7
7497000,840000,3
7279000,841000,4
7288000,841000,9
7289000,841000,7
7322000,841000,7
7323000,841000,61
7324000,841000,127
7325000,841000,17
7326000,841000,12
7327000,841000,3
7346000,841000,0
7383000,841000,0
7388000,841000,6
7389000,841000,3
7410000,841000,3
7411000,841000,0
7496000,841000,12
7497000,841000,8
7544000,841000,4
7279000,842000,12
7288000,842000,5
7320000,842000,11
7321000,842000,21
7323000,842000,6
7381000,842000,7
7382000,842000,5
7383000,842000,3
7408000,842000,0
7409000,842000,0
7410000,842000,6
7482000,842000,5
7483000,842000,3
7544000,842000,16
7545000,842000,13
7278000,843000,0
7315000,843000,3
7321000,843000,23
7344000,843000,0
7373000,843000,4
7380000,843000,3
7381000,843000,10
7382000,843000,7
7383000,843000,54
7384000,843000,3
7399000,843000,0
7400000,843000,4
7401000,843000,6
7403000,843000,0
7404000,843000,3
7405000,843000,3
7407000,843000,4
7408000,843000,4
7482000,843000,6
7544000,843000,3
7339000,844000,3
7343000,844000,9
7367000,844000,0
7378000,844000,4
7379000,844000,0
7382000,844000,55
7383000,844000,11
7384000,844000,0
7395000,844000,3
7396000,844000,3
7397000,844000,7
7398000,844000,13
7400000,844000,4
7426000,844000,0
7433000,844000,0
7445000,844000,3
7450000,844000,0
7541000,844000,6
7556000,844000,3
7557000,844000,3
7271000,845000,3
7317000,845000,5
7318000,845000,4
7339000,845000,3
7340000,845000,0
7349000,845000,3
7355000,845000,3
7365000,845000,8
7372000,845000,0
7373000,845000,0
7377000,845000,3
7378000,845000,11
7381000,845000,18
7382000,845000,7
7383000,845000,35
7384000,845000,15
7391000,845000,3
7392000,845000,7
7393000,845000,16
7394000,845000,0
7395000,845000,4
7415000,845000,3
7432000,845000,5
7449000,845000,4
7542000,845000,3
7543000,845000,4
7557000,845000,3
7578000,845000,3
7579000,845000,0
7285000,846000,6
7317000,846000,3
7318000,846000,4
7319000,846000,18
7330000,846000,15
7331000,846000,91
7332000,846000,26
7334000,846000,8
7349000,846000,5
7355000,846000,3
7364000,846000,8
7380000,846000,4
7381000,846000,3
7382000,846000,34
7383000,846000,80
7388000,846000,3
7389000,846000,10
7390000,846000,8
7391000,846000,4
7392000,846000,7
7423000,846000,0
7427000,846000,3
7432000,846000,3
7448000,846000,9
7449000,846000,8
7539000,846000,3
7540000,846000,3
7285000,847000,3
7319000,847000,0
7329000,847000,3
7331000,847000,559
7332000,847000,197
7334000,847000,25
7335000,847000,11
7347000,847000,3
7348000,847000,72
7349000,847000,7
7353000,847000,3
7354000,847000,3
7355000,847000,0
7363000,847000,4
7364000,847000,0
7379000,847000,3
7380000,847000,16
7381000,847000,6
7382000,847000,11
7385000,847000,9
7386000,847000,6
7388000,847000,0
7389000,847000,10
7421000,847000,6
7422000,847000,8
7423000,847000,3
7428000,847000,3
7429000,847000,24
7430000,847000,3
7432000,847000,3
7540000,847000,3
7287000,848000,3
7288000,848000,5
7289000,848000,3
7292000,848000,6
7293000,848000,0
7324000,848000,8
7325000,848000,7
7329000,848000,3
7330000,848000,12
7331000,848000,74
7333000,848000,0
7347000,848000,22
7348000,848000,44
7349000,848000,27
7350000,848000,6
7352000,848000,5
7353000,848000,0
7354000,848000,3
7355000,848000,3
7356000,848000,0
7378000,848000,10
7379000,848000,59
7380000,848000,14
7381000,848000,3
7384000,848000,7
7385000,848000,10
7417000,848000,3
7418000,848000,3
7430000,848000,3
7448000,848000,0
7481000,848000,3
7294000,849000,4
7295000,849000,3
7323000,849000,31
7324000,849000,29
7325000,849000,8
7326000,849000,3
7329000,849000,5
7330000,849000,8
7331000,849000,0
7349000,849000,11
7350000,849000,10
7356000,849000,3
7376000,849000,0
7377000,849000,7
7378000,849000,38
7379000,849000,11
7380000,849000,52
7382000,849000,38
7383000,849000,12
7384000,849000,3
7419000,849000,3
7445000,849000,0
7447000,849000,9
7448000,849000,0
7294000,850000,9
7295000,850000,0
7321000,850000,0
7322000,850000,3
7323000,850000,53
7324000,850000,7
7325000,850000,0
7329000,850000,5
7348000,850000,3
7349000,850000,5
7351000,850000,3
7352000,850000,17
7353000,850000,7
7355000,850000,3
7356000,850000,5
7358000,850000,0
7370000,850000,16
7372000,850000,18
7373000,850000,23
7374000,850000,0
7376000,850000,73
7377000,850000,140
7378000,850000,585
7379000,850000,327
7380000,850000,3
7382000,850000,63
7383000,850000,10
7388000,850000,4
7389000,850000,0
7443000,850000,4
7444000,850000,13
7481000,850000,3
7560000,850000,3
7561000,850000,0
7316000,851000,3
7320000,851000,5
7321000,851000,3
7322000,851000,3
7328000,851000,7
7348000,851000,3
7353000,851000,16
7354000,851000,7
7360000,851000,3
7369000,851000,13
7370000,851000,55
7371000,851000,114
7372000,851000,30
7373000,851000,0
7377000,851000,125
7378000,851000,80
7379000,851000,79
7388000,851000,0
7389000,851000,11
7438000,851000,7
7474000,851000,43
7478000,851000,7
7480000,851000,0
7481000,851000,14
7482000,851000,31
7559000,851000,6
7560000,851000,5
7561000,851000,0
7291000,852000,0
7326000,852000,3
7327000,852000,39
7328000,852000,9
7333000,852000,3
7339000,852000,4
7352000,852000,0
7353000,852000,0
7354000,852000,3
7365000,852000,0
7370000,852000,0
7371000,852000,0
7375000,852000,6
7376000,852000,3
7385000,852000,3
7388000,852000,0
7392000,852000,15
7393000,852000,3
7436000,852000,106
7437000,852000,315
7438000,852000,47
7456000,852000,0
7474000,852000,22
7481000,852000,31
7482000,852000,55
7560000,852000,26
7561000,852000,5
7568000,852000,3
7327000,853000,19
7336000,853000,4
7338000,853000,3
7339000,853000,4
7344000,853000,3
7346000,853000,0
7347000,853000,7
7352000,853000,4
7376000,853000,7
7385000,853000,30
7386000,853000,3
7392000,853000,13
7393000,853000,13
7437000,853000,16
7456000,853000,5
7457000,853000,0
7481000,853000,24
7482000,853000,16
7483000,853000,6
7560000,853000,5
7326000,854000,4
7331000,854000,5
7342000,854000,6
7343000,854000,7
7352000,854000,3
7354000,854000,4
7369000,854000,0
7374000,854000,0
7375000,854000,10
7376000,854000,51
7377000,854000,3
7385000,854000,16
7386000,854000,15
7471000,854000,9
7473000,854000,4
7483000,854000,8
7324000,855000,0
7331000,855000,3
7341000,855000,0
7342000,855000,14
7352000,855000,0
7370000,855000,9
7423000,855000,7
7434000,855000,5
7435000,855000,0
7444000,855000,10
7445000,855000,3
7471000,855000,0
7472000,855000,16
7473000,855000,27
7482000,855000,15
7483000,855000,12
7495000,855000,6
7323000,856000,6
7336000,856000,0
7337000,856000,0
7338000,856000,3
7340000,856000,4
7341000,856000,5
7351000,856000,3
7352000,856000,3
7361000,856000,0
7368000,856000,3
7391000,856000,3
7431000,856000,7
7432000,856000,3
7433000,856000,0
7445000,856000,16
7482000,856000,23
7495000,856000,3
7496000,856000,13
7497000,856000,13
7498000,856000,13
7320000,857000,3
7321000,857000,7
7322000,857000,3
7323000,857000,13
7334000,857000,0
7335000,857000,14
7336000,857000,7
7337000,857000,19
7338000,857000,4
7361000,857000,3
7363000,857000,7
7369000,857000,10
7381000,857000,0
